"";"Peso(kg)";"Talla(mts)";"tallasentado(cms)";"Pli.Biceps";"Pli.Tric";"Pli.Subesca";"Pli.Crestailiaca";"pli.Supraespinal";"Pli.Abd";"Pli.Muslo";"Pli.Pantorrilla";"Peri.Brazorelax";"Peri.Brazoflex";"Peri.Cintura";"Peri.Cadera";"Peri.Pantorrilla";"Diam.Humeral";"Diam.Femoral";"wells1";"wells2";"wells3";"Dina.der1";"Dina.Izq1";"Dina.der2";"Dina.Izq2";"SaltoH1";"SaltoH2";"20mtetros1";"20mtetros2";"Agilidad1";"Agilidad2";"Leger";"Sexo";"Estrato";"Edad"
"2112";44;1,509;76,9;5;13;9;16;9;17;13;8;23,1;24,2;64,1;82,2;31,1;5,7;8,6;-4,5;-6,5;5,5;15;15;14;15;107;124;4,57;4,62;13,13;13,87;3,5;"femenino";2;12
"2113";35,8;1,456;73,7;8;12;9;10;9;20;17;6;20,5;20,8;60,4;70,2;27;5,4;7,7;2,5;3;8,5;12;15;13;15;124;140;4,65;5,19;13,31;13,65;3,5;"femenino";2;11
"2114";59,3;1,519;74,6;10;16;22;38;24;36;32;22;28;27,2;82,1;99,9;36;6,3;9,2;-6;-4,5;-8;19;16;18;16;112;117;4,72;4,91;14,53;14,28;1,5;"masculino";2;12
"2115";45,8;1,476;75,5;10;20;16;22;18;24;29;23;24;24,6;66,2;80;32,5;6,3;9,1;-6;-3,5;-8;18;16;18;15;139;154;4,74;4,47;14,47;12,78;3;"masculino";2;11
"2116";43;1,488;73,3;10;18;10;28;19;24;27;17;24,3;24,4;64,6;84;39,6;6;8,4;-11;-3;-4,5;16;14;14;13;128;103;4,58;4,7;13,75;13,47;3;"femenino";2;11
"2117";53,6;1,577;81,1;12;26;20;32;21;33;25;21;26,9;27;73,8;86,5;33,2;6,4;8,7;7;-6;-5;8;8;15;12;131;128;4,94;4,6;14,9;13,84;2;"femenino";2;11
"2118";30,9;1,415;76,6;4;9;5;9;5;7;13;6;19,5;20,1;57,6;72;26,1;5,2;7,4;6;7;7,5;11;11;13;12;117;137;4,66;4,72;13,09;13,9;2;"femenino";2;11
"2119";31,1;1,355;70,8;5;10;11;18;8;17;18;9;20,9;21,1;57,2;72;27,4;5,2;7,4;0,5;1,5;2,5;12;11;13;10;107;110;4,81;4,75;13,68;12,85;2;"femenino";1;11
"2120";35,5;1,447;72,2;10;16;9;16;9;17;18;14;21,6;23,5;58,2;76;28,1;5,7;8,3;7,5;-5;-3;13;12;14;12;84;98;4,34;4,87;13,03;14,5;1;"femenino";2;12
"2121";37,1;1,419;72,7;7;14;10;11;10;10;23;14;21,1;21,6;57,6;76,1;29,9;5,7;8,3;7;8,5;6;9;9;11;10;105;123;4,71;4,82;13,5;13,19;2;"femenino";2;11
"2122";24,8;1,207;64,1;6;12;7;10;5;10;17;11;19;21;54,5;62;25;4,9;7,4;3;7;5;12;8;9;10;90;97;4,6;4,78;14,91;17,12;3;"masculino";2;8
"2123";24,8;1,283;66,6;4;6;5;9;4;5;11;6;17,9;19,4;51,5;60,7;25,3;5,5;7,5;2;3;3;9;8;7;8;132;134;5,25;4,85;14,69;14,87;1,5;"masculino";2;8
"2124";24,4;1,314;65,8;4;8;4;5;4;5;13;10;16,5;17,9;50,2;60,1;24,1;5,4;7,8;2;2;2,5;7;5;7;5;103;103;4,62;4,79;13,5;13,81;1,5;"masculino";2;8
"2125";30,6;1,304;70,7;5;14;14;24;13;24;18;13;21,9;22,2;62,1;67,4;26,8;5,9;7,7;4;3;3,5;10;10;9;10;103;103;5,31;5,31;13,03;14,31;1,5;"masculino";2;8
"2126";24;1,204;62,7;3;6;5;6;3;5;11;6;16,5;17,7;51,5;58,2;22,2;5;7,4;-5;0;0;4;4;5;5;91;93;5,66;5,44;16,25;20,38;1;"masculino";2;8
"2127";24,1;1,236;65,4;5;11;7;10;5;10;15;10;18,1;20;53,6;63,6;24,3;5,3;7,7;3;0,5;0;10;10;9;10;94;105;5,09;5,06;15,65;15,79;2;"masculino";2;8
"2128";28,2;1,341;69,3;4;9;5;7;4;9;10;6;17,5;19,2;57,5;64,4;26,6;5,4;8,1;-4;-3,5;0;12;9;10;10;146;136;4,25;4,06;12,72;11,97;6;"masculino";1;9
"2129";25,7;1,324;68,6;7;11;7;9;7;14;16;10;18,1;19,8;59;61,5;24,5;5;7,6;6;-3;-8;8;6;8;5;115;133;4,82;4,69;14,97;14;3,5;"masculino";1;9
"2130";29,9;1,346;68,7;5;10;7;9;6;9;11;8;20,3;21,4;55,8;63,4;26;5,7;8,5;3;3;1,5;14;15;16;15;111;106;4,44;4,78;18,2;16,25;2,5;"masculino";2;8
"2131";33;1,428;73,4;6;8;8;12;6;8;10;8;19,3;20,6;69,6;69,3;27,4;5,5;8,7;-9;-7;-6,5;13;12;13;12;88;105;5,1;4,94;16,66;18,03;2;"masculino";2;8
"2132";27,4;1,299;66,4;3;8;5;8;4;5;11;7;18,6;19,9;57,4;68,1;25,9;5,3;7,3;-10;-5,5;-11;9;9;9;8;100;115;4,78;4,84;14,72;13,75;3,5;"masculino";2;8
"2133";27,8;1,287;66,3;6;12;7;7;6;9;16;9;19,1;21,2;55,5;65,5;25,1;5,4;8;1;3,5;4;11;14;12;14;124;118;4,93;4,78;15,25;17,03;3;"masculino";2;8
"2134";35,1;1,374;70,2;10;21;16;27;18;22;24;15;23;23,2;66,5;72,1;28,3;5,7;8,2;-5;0;-1;13;12;14;13;81;87;5,35;5,03;15,44;15,56;2,5;"masculino";2;9
"2135";39,4;1,333;67,4;9;21;20;41;24;31;29;24;24;23,4;74,3;81,3;29,6;5,6;8,7;-8;-7;-10;8;10;8;9;97;98;4,96;5,22;18,69;17,66;1;"masculino";2;9
"2136";28,8;1,303;64,9;4;9;6;8;6;9;16;10;19,5;21,4;58,3;64,2;24,8;5,5;7,7;-9;-8,5;-6,5;12;12;10;12;90;99;5,22;5,03;17,41;16,06;1;"masculino";2;10
"2137";24,2;1,203;62,5;8;11;7;21;9;14;18;8;18,6;19;58,2;63,7;24,5;4,7;7,2;-2;-0,5;-4;6;5;7;6;85;86;5,34;5,28;15,65;15,1;1;"masculino";2;8
"2138";25,5;1,322;68;4;9;5;7;5;8;11;6;17,2;18,5;55;62,5;23,5;5,1;7,9;6;6;5,5;7;7;7;8;104;107;4,68;4,84;16,82;15,34;2,5;"masculino";2;8
"2139";19,4;1,196;60,7;4;7;4;6;4;5;8;6;15,7;17,8;49,8;54,8;22;5;7,3;0;0;2;7;7;7;7;118;139;4,59;4,91;14,75;14,81;1;"masculino";2;8
"2140";21,9;1,204;63,4;3;7;5;8;5;6;11;6;16,6;18,5;52;58;22,5;5;7,1;2,5;4,5;6;9;10;8;11;107;119;5,06;5,03;15,91;13,97;3;"masculino";2;9
"2141";29,6;1,327;65,8;7;14;6;12;8;19;21;11;19,8;21,1;58,9;66,2;26;5,3;7,7;0;3,5;1;8;10;8;8;68;68;6,03;5,97;20,41;16,72;1;"masculino";2;9
"2142";19,9;1,201;61,6;4;8;6;10;4;8;11;6;16,3;17,1;51,2;56,8;22,4;5,2;7,6;-3;-1,5;-2;6;6;6;5;100;103;4,75;4,91;16,6;17,32;2;"masculino";2;8
"2143";21,9;1,21;62,2;4;10;6;7;5;7;13;8;17,2;17,9;52;58,5;22,5;4,8;7,4;5;1,5;3;9;6;9;6;138;140;4,34;4,69;14,59;17;4,5;"masculino";2;8
"2144";25,8;1,327;68,1;3;7;5;7;4;6;10;5;16,2;18,1;56,8;62,3;24,8;5,1;7,7;-8,5;-8,5;-8,5;10;10;11;10;120;114;4,94;4,75;18,81;14,16;3;"masculino";1;10
"2145";24;1,228;64,8;6;10;6;7;6;11;16;7;17,5;18,8;56;60;23,2;7;7;0;0;0;10;10;8;9;121;130;4,88;5,13;16,44;15,31;2;"masculino";2;8
"2146";29,1;1,286;66,2;5;12;7;14;8;14;15;9;19,2;20,9;60,2;68,9;26,4;5,8;7,8;5;5;7,5;7;9;12;10;121;136;4,88;4,93;16,91;15,22;2;"masculino";2;8
"2147";23,8;1,264;65,2;3;7;6;8;4;6;12;5;19;20,1;54,1;58,8;26,1;5,5;7,6;6,5;9;9,5;7;6;10;7;56;104;6,25;6,53;19,63;18,53;1;"masculino";1;10
"2148";32,7;1,467;74,2;5;8;7;10;5;8;14;8;18,8;20,5;60;70,2;26,9;5,7;8,1;4;0;4;12;12;10;12;131;145;3,94;4,22;15,6;17,16;4;"masculino";2;10
"2149";31,8;1,344;66,1;5;11;7;12;8;14;14;7;19,4;21;62,8;67,8;26,7;5,5;8,2;-1;-2;-1;10;12;10;9;117;127;4,59;5,16;15,94;16,06;2;"masculino";2;8
"2150";32,9;1,279;67,4;8;21;17;20;15;20;29;15;22,5;23;63,5;69,7;28,5;5,1;7,8;5,5;3,5;7;10;9;8;8;100;106;5,25;5,53;15,57;15,75;1;"masculino";2;12
